global_rep_id,session_id,rep_index,frame_start,frame_bottom,frame_end,view_dep_reliable,rep_mean_confidence,rep_interp_fraction,rep_jolt_frames,rep_low_conf_frames,knee_flexion_at_bottom,knee_flexion_L_at_bottom,knee_flexion_R_at_bottom,knee_flexion_range,trunk_lean_at_bottom,trunk_lean_mean,trunk_lean_max,trunk_lean_range,symmetry_knee_at_bottom,symmetry_knee_mean,hip_flexion_at_bottom,ankle_dorsiflexion_at_bottom,knee_flexion_at_start,trunk_lean_at_start,symmetry_knee_at_start,hip_flexion_at_start,ankle_dorsiflexion_at_start,knee_flexion_at_end,trunk_lean_at_end,symmetry_knee_at_end,hip_flexion_at_end,ankle_dorsiflexion_at_end,descent_frames,ascent_frames,descent_time_s,ascent_time_s,rep_duration_s,descent_ascent_ratio,knee_vel_max_descent,knee_vel_max_ascent,knee_jerk_max,knee_jerk_rms,normalized_jerk_cost,n_reps,fatigue_trunk_lean_slope,fatigue_knee_depth_slope,depth_consistency_cv,shallow_squat,excessive_lean,asymmetric_depth,ankle_restricted,rushed_descent,butt_wink,high_jerk,incomplete_depth,unstable_return,asymmetric_start,risk_score,risk_score_pct,is_high_risk,risk_label
10,32975_6,1,27,70,70,False,0.7306,0.0,0,0,51.97970962524414,,51.97970962524414,108.4088134765625,39.967426396053455,41.81786242793997,52.77590464217875,32.5763085913392,,,,,53.11442565917969,40.3707914068324,,,,152.72783660888672,22.479965365252603,,,,2.0,17.0,0.0667,0.5667,0.6667,0.1176,68.08296203613281,430.2303314208984,156351.10417842856,57658.44427401736,282876.36204599077,2,5.597218108388127,-8.162115097045898,0.0727970335452816,1.0,1,,,1,,0.0,0.0,,,0.025298,63.71,0,high_risk
11,32977_1,0,0,0,34,False,0.9093,0.0116,0,0,42.10484504699707,42.10484504699707,,130.00611114501953,13.487301214543688,8.577843382830086,13.5669289503046,13.455023113156154,,35.73170937432183,,,170.08259201049805,0.3713882649311657,3.0397872924804688,162.04129791259766,,42.10484504699707,13.487301214543688,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,749.498176574707,51.00780487060547,191186.9236278534,72578.79720139726,311667.84516201477,2,2.996786151993591,-0.5527362823486328,0.0066071767756823,1.0,0,,,0,,1.0,0.0,,0.0,0.018761,51.57,0,low_risk
12,32977_1,1,34,82,82,False,0.9035,0.0051,0,0,41.55210876464844,41.55210876464844,,130.46000289916992,13.368146819257692,11.574629534823677,17.707001603930905,14.988275717004928,,30.433284759521484,,,41.55210876464844,13.368146819257692,,,,169.57167053222656,2.8752789732357176,4.1522216796875,161.87712478637695,75.99697780609131,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,579.9268341064453,197354.99825477597,101435.59272717367,604541.299070956,2,2.996786151993591,-0.5527362823486328,0.0066071767756823,1.0,0,,,1,,1.0,0.0,0.0,,0.015561,44.11,0,low_risk
13,32979_1,0,0,0,41,False,0.8306,0.0037,0,0,60.2131404876709,,60.2131404876709,108.9071273803711,13.815925227913574,12.88947934746066,16.574816403483734,10.688819301773073,,58.97882919311523,,,,,,,,60.2131404876709,13.815925227913574,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,435.8049201965332,52.728309631347656,133255.23582458496,63308.5457994112,253438.93406766237,2,-0.5817463466952582,2.9820289611816406,0.0241639235049526,1.0,0,,,0,,0.0,0.0,,,0.010484,29.49,0,low_risk
14,32979_1,1,41,85,85,False,0.9396,0.0048,0,0,63.19516944885254,79.37591552734375,57.642486572265625,112.43757629394533,13.263744407436777,12.3077330007654,16.538815812570164,14.152184440182818,21.733428955078125,46.98374457108347,77.56131553649902,140.56928253173828,63.19516944885254,13.263744407436777,21.733428955078125,77.56131553649902,140.56928253173828,167.74075317382812,2.600960766726156,19.48130798339844,160.6129493713379,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,403.20350646972656,112293.75602245324,45267.534964660445,162087.95414095806,2,-0.5817463466952582,2.9820289611816406,0.0241639235049526,1.0,0,1.0,0.0,1,,0.0,0.0,1.0,1.0,0.003828,5.27,0,low_risk
15,32987_5,0,0,2,36,False,0.8657,0.0,0,0,61.63415718078613,,61.63415718078613,107.22937393188477,31.86890860438248,23.2781545599272,32.321061166809365,23.662601668997873,,31.07224464416504,,,166.79138565063477,9.646853200988671,10.44536590576172,161.80385971069336,,61.63415718078613,31.86890860438248,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,669.6914291381836,96.8796157836914,238078.53973388672,93140.84993036106,754488.8961618737,2,2.945670571199841,-3.4494457244873047,0.0287888357128058,1.0,0,,,0,,1.0,0.0,,1.0,0.01696,47.3,0,medium_risk
16,32987_5,1,36,87,87,False,0.8693,0.0,0,0,58.18471145629883,,58.18471145629883,113.51662063598631,31.65043404071334,26.22382513112704,34.29970016308497,24.605356559438995,,21.263259887695312,,,58.5941276550293,31.801175455478397,,,,167.68195343017578,10.22872739263649,21.263259887695312,162.79790115356445,49.765756130218506,2.0,17.0,0.0667,0.5667,0.6667,0.1176,27.546043395996097,469.81407165527344,183201.58072471613,63986.29568768726,317727.6639037891,2,2.945670571199841,-3.4494457244873047,0.0287888357128058,1.0,0,,,1,,0.0,0.0,1.0,,0.022918,59.45,0,medium_risk
17,32990_6,0,0,3,53,False,0.9906,0.0,0,0,53.04169750213623,67.66388320922852,38.419511795043945,124.16206169128418,20.131144216810288,14.334149924971031,22.781055766672747,19.127500191562767,29.24437141418457,29.588501874138327,60.29392147064209,96.72134780883788,173.47647857666016,4.034740093508399,,,,53.04169750213623,20.131144216810288,29.24437141418457,60.29392147064209,96.72134780883788,19.0,1.0,0.6333,0.0333,0.6667,19.0,342.83772468566895,16.81325912475586,78755.35862445831,45486.96505431815,134213.46587381538,2,6.570884060098525,1.0862903594970703,0.0101361719576747,1.0,0,1.0,0.0,0,,0.0,0.0,1.0,,0.010688,30.23,0,medium_risk
18,32990_6,1,53,99,99,False,1.0,0.0,0,0,54.1279878616333,69.27258682250977,38.98338890075683,116.34035301208496,19.89357929901002,20.90503398506956,25.667691871642504,20.587395769081446,30.28919792175293,32.439277267456056,59.93053340911865,96.130952835083,54.1279878616333,19.89357929901002,30.28919792175293,59.93053340911865,96.130952835083,164.65761947631836,7.2821293058449985,0.6382369995117188,165.28176879882812,99.65375328063963,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,331.7633056640625,85440.35797119138,37067.562981486626,101514.32092848649,2,6.570884060098525,1.0862903594970703,0.0101361719576747,1.0,0,1.0,0.0,1,,0.0,0.0,0.0,1.0,0.009234,24.71,0,medium_risk
20,33010_3,0,0,2,31,False,0.8522,0.0,0,0,68.93706893920898,68.93706893920898,,102.4067611694336,24.200937323441796,22.19982442291031,27.423978251684947,16.88480952947516,,14.000282287597656,,,168.74211502075195,11.70569592044847,8.022224426269531,159.1116485595703,105.13695526123048,68.93706893920898,24.200937323441796,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,527.9966354370117,136.73011779785156,180250.13637542716,62803.13370840091,376101.76114988286,2,8.711713317365614,-3.898357391357422,0.0290974784933902,1.0,0,,,0,,0.0,0.0,,0.0,0.014364,41.19,0,medium_risk
21,33010_3,1,31,66,66,False,0.6403,0.0061,0,0,65.03871154785156,65.03871154785156,,93.5219955444336,22.140240843055604,30.911537740275925,42.134316255147574,26.683050926346773,,,,,64.76887130737305,22.431529630504063,,,,153.4310760498047,17.2924685705202,,,,1.0,18.0,0.0333,0.6,0.6667,0.0556,16.190414428710938,348.2720947265625,97102.83768653868,47000.815628686214,252570.86922139509,2,8.711713317365614,-3.898357391357422,0.0290974784933902,1.0,0,,,1,,0.0,0.0,,,0.014237,40.69,0,medium_risk
22,33024_2,0,0,5,40,False,0.8792,0.0045,0,0,64.02440452575684,64.02440452575684,,117.87441635131836,15.21630706122502,14.339605243744767,16.864522921101337,11.177010372347846,,,,,177.06375122070312,6.72581791763632,,,,64.02440452575684,15.21630706122502,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,359.3504333496094,205.52684783935547,118240.10101318356,45318.32870676713,147811.64815841423,2,3.0868614513058965,-5.06068229675293,0.0411477305190928,1.0,0,,,0,,0.0,0.0,,,0.015866,44.89,0,low_risk
23,33024_2,1,40,94,94,False,0.9151,0.0006,0,0,58.963722229003906,58.963722229003906,,111.52189254760742,13.590753477729738,17.426466695050664,24.06383692869848,17.76496844404087,,33.66506788465712,,,58.963722229003906,13.590753477729738,,,,168.23208618164062,6.81404379997972,,,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,702.7927780151367,195050.54919719693,83721.66980486058,563579.9075958835,2,3.0868614513058965,-5.06068229675293,0.0411477305190928,1.0,0,,,1,,1.0,0.0,,,0.012723,36.53,0,medium_risk
24,33031_2,0,0,0,29,False,0.6667,0.0,0,0,64.26533317565918,64.26533317565918,,107.53683853149414,20.763530364163877,17.542195470912564,21.9838746164007,14.375249293859907,,,,,164.1536636352539,8.185936432104093,,,,64.26533317565918,20.763530364163877,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,395.3324890136719,63.57799530029297,56259.23872947691,24124.420564987995,50326.79258369627,2,3.061312113902975,-1.3451824188232422,0.0105765404764053,1.0,0,,,0,,0.0,0.0,,,0.005074,10.17,0,medium_risk
25,33031_2,1,29,63,65,False,0.5934,0.0034,0,0,62.92015075683594,62.92015075683594,,94.69302368164062,21.357561467016012,20.60350758481554,24.299839294164993,14.31699557902038,,,,,62.92015075683594,21.357561467016012,,,,155.51463317871094,10.861467296603337,,,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,338.17909240722656,91192.09728240968,51254.980969123346,117191.5169036174,2,3.061312113902975,-1.3451824188232422,0.0105765404764053,1.0,0,,,1,,0.0,0.0,,,0.010497,29.57,0,medium_risk
26,33036_2,0,0,0,33,False,0.859,0.0009,0,0,50.159006118774414,,50.159006118774414,118.81641006469728,18.67919258989026,13.054094670073187,18.766145747995388,14.578782591790654,,,,,163.79177856445312,4.87649908916527,,,,50.159006118774414,18.67919258989026,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,238.3824920654297,129.14600372314453,23842.190179824825,12186.425861093096,10519.615070876109,2,2.9727455986488245,-2.0104236602783203,0.0204503405014162,1.0,0,,,0,,0.0,0.0,,,0.008236,21.6,0,low_risk
27,33036_2,1,33,79,79,False,0.8708,0.0026,0,0,48.148582458496094,,48.148582458496094,115.85520553588869,18.46666514605464,16.02684026872201,24.669628602909658,20.468584019829088,,,,,48.148582458496094,18.46666514605464,,,,157.8419418334961,4.459024255991487,,,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,359.34688568115234,66581.42834186554,31502.11020446014,73934.67853162873,2,2.9727455986488245,-2.0104236602783203,0.0204503405014162,1.0,0,,,1,,0.0,0.0,,,0.004964,9.74,0,medium_risk
28,33044_11,0,0,2,39,False,0.7821,0.0039,0,0,65.83192825317383,65.83192825317383,,99.34921264648438,16.850726458474604,9.971829752297165,17.050940668252558,14.662259930852905,,,,,163.46599578857422,2.573893045987079,,,,65.83192825317383,16.850726458474604,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,287.27989196777344,25.588302612304688,63837.86004066467,28821.768611524796,84161.29224841918,2,2.375027566513662,0.0876045227050781,0.0006649225900102,1.0,0,,,0,,0.0,0.0,,,0.007663,19.85,0,low_risk
29,33044_11,1,39,61,105,False,0.4762,0.0046,0,0,65.9195327758789,65.9195327758789,,36.07177734375,17.39872907761744,12.346857318810828,19.38270196393446,17.032515001207216,,,,,65.9195327758789,17.39872907761744,,,,,2.3541361670208025,,,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,412.8870391845703,81489.82097625732,59022.20463197131,267729.219432763,2,2.375027566513662,0.0876045227050781,0.0006649225900102,1.0,0,,,1,,0.0,0.0,,,0.125417,95.88,1,low_risk
30,33045_1,0,0,0,48,False,0.6934,0.0025,0,0,77.65590286254883,77.65590286254883,,101.21951293945312,22.599228857356273,15.374769246758996,23.035562233854236,18.610731411317857,,,,,174.29578399658203,5.290336239935355,,,,74.95260620117188,21.662671603138065,,,,18.0,1.0,0.6,0.0333,0.6667,18.0,274.5245361328125,,51815.1656627655,30742.719900385553,73798.25231451713,2,2.9293284082885034,16.368267059326172,0.095341682898047,1.0,0,,,0,,0.0,0.0,,,0.017907,49.3,0,medium_risk
31,33045_1,1,48,81,81,False,0.6101,0.0064,0,0,94.024169921875,94.024169921875,,74.03450775146484,23.708674239788003,18.3040976550475,23.735550101643813,16.531501054239527,,,,,,20.24570012560967,,,,163.33692169189453,8.039668822301799,,,,6.0,13.0,0.2,0.4333,0.6667,0.4615,,252.76519775390625,41027.706813812256,20699.71653787371,42995.50949899577,2,2.9293284082885034,16.368267059326172,0.095341682898047,0.0,0,,,1,,0.0,0.0,,,0.024246,61.74,0,medium_risk
32,33048_1,0,0,0,37,False,0.5698,0.0,0,0,108.72719192504884,108.72719192504884,,26.86529541015625,10.577357485279338,5.690585463770158,11.008288835580291,10.765199178123847,,,,,,0.6283231204048134,,,,,10.882257458433823,,,,16.0,3.0,0.5333,0.1,0.6667,5.3333,233.38623046875,,,,0.0,2,5.4296773999053665,39.39223861694336,0.1533687234761992,0.0,0,,,0,,,0.0,,,0.041669,79.16,0,medium_risk
33,33048_1,1,37,122,124,False,0.5996,0.0,0,0,148.1194305419922,148.1194305419922,,24.272537231445312,19.779633652773317,11.120262863675524,20.497353634923595,19.74979568137029,,,,,,9.964986173497689,,,,,0.9203135935630316,,,,8.0,11.0,0.2667,0.3667,0.6667,0.7273,,225.57861328125,43829.73752975464,29335.234404030976,292131.7561276598,2,5.4296773999053665,39.39223861694336,0.1533687234761992,0.0,0,,,0,,0.0,1.0,,,0.034607,74.01,0,medium_risk
34,33063_6,0,59,86,101,False,0.8375,0.0007,0,0,71.93038558959961,71.93038558959961,,82.09392547607422,1.5827612345029054,9.64924292108267,19.70787720398936,19.020596863706313,,16.648147583007812,,,67.8530044555664,3.461332132383123,,,,139.4877471923828,18.514935528172224,,,,1.0,18.0,0.0333,0.6,0.6667,0.0556,,334.7248077392578,75832.36985206604,42746.614179839074,216905.90943438685,1,,,0.0,1.0,0,,,1,,0.0,0.0,,,0.098549,93.78,1,low_risk
35,33071_1,0,0,1,29,False,0.9167,0.0,0,0,57.33486557006836,,57.33486557006836,119.26328659057616,14.05253722679936,13.488490965157698,16.597224427694687,12.714300962459756,,32.90494283040365,,,173.4211654663086,3.998125220594324,4.273468017578125,170.4854850769043,90.14009666442873,57.33486557006836,14.05253722679936,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,795.9718894958496,107.87384033203124,286282.301545143,106294.78645150928,794347.2220509571,2,-0.1780766447912221,-3.928302764892578,0.035472747846286,1.0,0,,,0,,1.0,0.0,,0.0,0.030547,70.18,0,low_risk
36,33071_1,1,29,73,73,False,0.7292,0.0,0,0,53.40656280517578,,53.40656280517578,117.1989860534668,13.32305186006687,13.310414320366476,16.525193882243812,10.54297197325479,,,,,53.40656280517578,13.258785129226736,,,,165.23992919921875,6.686431880990216,,,,1.0,18.0,0.0333,0.6,0.6667,0.0556,32.34764099121094,338.41392517089844,49610.94474792481,27021.75837460242,29237.631842035244,2,-0.1780766447912221,-3.928302764892578,0.035472747846286,1.0,0,,,1,,0.0,0.0,,,0.006207,13.96,0,low_risk
37,33072_1,0,32,63,79,False,0.8407,0.0052,0,0,44.8192024230957,,44.8192024230957,64.69816207885742,19.301025403042516,31.816913335601253,43.66526855251659,24.933196748652385,,3.1930084228515625,,,44.8192024230957,19.301025403042516,,,,101.72408294677734,34.99525083785427,,,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,231.8972396850586,139884.88300323486,90362.76221581428,1170432.4641004356,1,,,0.0,1.0,0,,,1,,1.0,0.0,,,0.060596,87.38,0,medium_risk
38,33073_2,0,0,0,40,False,0.7937,0.0,0,0,60.28964614868164,,60.28964614868164,84.63368606567383,14.406390670850048,13.522309968578048,23.10040860285188,21.580338583562803,,,,,,18.061929518418022,,,,60.28964614868164,14.406390670850048,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,347.3579406738281,80.48171997070312,91719.99232292175,39919.84393962576,133488.05575291012,2,1.3071919935583054,-2.60989761352539,0.0221235144972982,1.0,0,,,0,,0.0,0.0,,,0.012091,34.97,0,medium_risk
39,33073_2,1,40,112,112,False,0.9236,0.0017,0,0,57.67974853515625,,57.67974853515625,104.68954467773438,14.433467586719376,14.829501962136352,20.47033097403723,11.219624941186575,,8.285285949707031,,,57.66136932373047,14.218116962426098,,,,154.70489501953125,9.309867686610378,,,,1.0,18.0,0.0333,0.6,0.6667,0.0556,1.102752685546875,457.6583862304687,105796.96045875546,48767.49493778556,216997.27155727937,2,1.3071919935583054,-2.60989761352539,0.0221235144972982,1.0,0,,,1,,0.0,0.0,,,0.003964,5.68,0,medium_risk
40,33082_1,0,0,1,46,False,0.9277,0.0053,0,0,39.2630558013916,,39.2630558013916,130.2268524169922,22.525056611636824,21.41137045035071,26.4034919948627,19.108323015261536,,28.173184204101563,,,168.3384246826172,8.633082957847863,,,,39.2630558013916,22.525056611636824,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,409.2894744873047,15.664329528808594,77473.80297660826,34759.756409977126,71244.66703011826,2,3.587503844039471,0.3598289489746094,0.0045613825031156,1.0,0,,,0,,0.0,0.0,,,0.007757,20.22,0,medium_risk
41,33082_1,1,46,90,90,False,0.8428,0.0096,0,0,39.62288475036621,,39.62288475036621,126.78105545043944,23.667226381415105,24.99887429439018,30.52226167590697,17.524249981980848,,,,,39.62288475036621,23.667226381415105,,,,160.50946044921875,14.291347206662133,,,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,544.1407012939453,124239.3574047088,44890.8386433858,125373.77767004375,2,3.587503844039471,0.3598289489746094,0.0045613825031156,1.0,0,,,1,,0.0,0.0,,,0.006872,16.8,0,medium_risk
42,33088_1,0,0,5,39,False,0.8974,0.0,0,0,83.17988300323486,110.33526229858398,56.02450370788574,82.50867652893066,18.359643684917867,13.01798703829919,20.88877986003428,15.04878536302109,54.31075859069824,49.75318506028917,86.27855777740479,99.94562149047852,,,,,,83.17988300323486,18.359643684917867,54.31075859069824,86.27855777740479,99.94562149047852,19.0,1.0,0.6333,0.0333,0.6667,19.0,343.73010635375977,17.03927993774414,95234.09713268276,36580.77069458969,147423.84152314893,2,3.2197916931242503,-5.224394798278809,0.0324223958967318,1.0,0,1.0,0.0,0,,0.0,0.0,1.0,,0.007786,20.35,0,medium_risk
43,33088_1,1,39,92,92,False,1.0,0.0017,0,0,77.95548820495605,96.17437744140624,54.95914077758789,93.56643867492676,18.0753248336074,16.23777873142344,22.41600498759,16.805653404139107,41.21523666381836,34.18302955627441,81.27411651611328,100.0820426940918,74.68170738220215,17.68423467058213,40.57783126831055,77.72727870941162,101.16573333740234,160.9587631225586,5.766698729382972,2.008026123046875,166.5925331115723,94.66547966003418,1.0,18.0,0.0333,0.6,0.6667,0.0556,196.4268493652344,427.6212501525879,170994.41278696057,61953.50872618872,438421.270070088,2,3.2197916931242503,-5.224394798278809,0.0324223958967318,1.0,0,1.0,0.0,1,,0.0,0.0,0.0,1.0,0.016349,45.76,0,medium_risk
44,33090_7,0,0,2,25,False,0.7633,0.0,0,0,43.94599723815918,,43.94599723815918,125.75519180297852,21.88547356437727,16.960376559223313,22.7132688374105,11.980006528967811,,,,,168.03436279296875,10.815217096898326,,,,43.94599723815918,21.88547356437727,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,458.6509323120117,65.42919158935547,80534.94589805603,33134.97699957364,69425.89690187869,2,6.427104930611705,-1.742635726928711,0.0202280754288383,1.0,0,,,0,,0.0,0.0,,,0.003944,5.52,0,medium_risk
45,33090_7,1,25,64,64,False,0.6255,0.0047,0,0,42.20336151123047,,42.20336151123047,124.55594635009766,20.95816798136012,23.387481489835015,29.18008705005457,17.073025473501573,,,,,42.20336151123047,20.95816798136012,,,,159.54334259033203,13.043225238666723,,,,1.0,19.0,0.0333,0.6333,0.6667,0.0526,0.0,456.2663269042969,45756.906509399414,27203.666042160447,26235.456623233793,2,6.427104930611705,-1.742635726928711,0.0202280754288383,1.0,0,,,1,,0.0,0.0,,,0.011963,34.51,0,medium_risk
46,33095_3,0,0,6,41,False,0.8869,0.003,0,0,64.07346534729004,64.07346534729004,,101.3008155822754,26.715435026801707,20.56511402722891,26.887963940319132,14.985536220776597,,25.522035598754883,,,,,,,,64.07346534729004,26.715435026801707,,,,19.0,1.0,0.6333,0.0333,0.6667,19.0,450.7171440124512,55.59528350830078,207808.29317092896,83134.39751867148,505122.7013108209,1,,,0.0,1.0,0,,,0,,1.0,0.0,,,0.021449,56.47,0,medium_risk
